# x, y coords (in cells) of grain grain_aspect-1.440.txt with roundness = 0.2
2.090942709038220073e+02,-1.982873112187803599e+01
2.097729810264700916e+02,2.025185535939226256e+01
1.777801744330889733e+02,7.355945412132518868e+01
1.777034942976382581e+02,7.368665564156630410e+01
1.463000253796922436e+02,1.255503788595263615e+02
1.239028285541231469e+02,1.424667830895099314e+02
6.952530242023512130e+01,1.573649782273660378e+02
6.158763198462531818e+01,1.586547836893161332e+02
2.124366047944260316e+00,1.619138130950673826e+02
-2.124045173520215268e+00,1.619080991667456999e+02
-5.754803763897014335e+01,1.587208961313070006e+02
-7.268622733382173351e+01,1.545960613214147088e+02
-1.259517231712420795e+02,1.272301160942006959e+02
-1.276179544392240786e+02,1.263205978421324289e+02
-1.864251367257087679e+02,9.228110578063993330e+01
-2.047223793215860610e+02,6.625966019358304493e+01
-2.147038706622825543e+02,1.128246198504501940e+01
-2.122003589030400406e+02,-1.052473013702221571e+01
-1.866369626185715731e+02,-6.963117153479630872e+01
-1.788413657808415849e+02,-8.119195556783228085e+01
-1.343808112010605669e+02,-1.262834971690262051e+02
-1.253152310187194729e+02,-1.330677658897762683e+02
-8.194450181809109779e+01,-1.563378876289350501e+02
-5.266010580863969182e+01,-1.590925218711182367e+02
-6.869611376916758161e+00,-1.446830280325909257e+02
7.183663309751903370e+00,-1.430308921354645975e+02
5.416632526516946200e+01,-1.463638781233389636e+02
6.723751536983510846e+01,-1.450062435019496547e+02
1.167694051820291037e+02,-1.308805458596016535e+02
1.351705680255016944e+02,-1.190724845416843607e+02
1.733690360523089851e+02,-7.441188760385254852e+01
1.763837850562303800e+02,-7.037105364410069797e+01
