# x, y coords (in cells) of grain grain_aspect-1.683.txt with roundness = 0.2
1.925451896654539041e+02,-1.596940188055702059e+01
1.988216418192484696e+02,2.043285388771328925e+01
1.782241736615313243e+02,6.335474893365194760e+01
1.656927800373065054e+02,7.701092291255979205e+01
1.114591972861776412e+02,1.090262489624267772e+02
1.083086119870436193e+02,1.106568299238011122e+02
6.707107545256661751e+01,1.291665288682197286e+02
4.375685550954389669e+01,1.302631237911098196e+02
9.832689976107102936e+00,1.187227877138968779e+02
-9.915464878220927147e+00,1.184687934903294320e+02
-4.787462134099109790e+01,1.303015956918642928e+02
-6.212872346298526338e+01,1.313866400251685320e+02
-1.165256910502951939e+02,1.231526438027540280e+02
-1.273574492164621432e+02,1.194316461254877026e+02
-1.793519046415968603e+02,9.024120919981945121e+01
-1.956196566790451072e+02,6.231235114269739483e+01
-1.953590060865935243e+02,2.669655800450407401e+00
-1.948916823027108762e+02,-2.630508514528017816e+00
-1.848967782989346347e+02,-6.033112262198521591e+01
-1.687558869818748235e+02,-8.286968304605875346e+01
-1.167326083192684933e+02,-1.112465421106120544e+02
-1.102290751607406634e+02,-1.159442591696526534e+02
-8.169884616475171413e+01,-1.426169331409096230e+02
-4.548837860617476281e+01,-1.477440815024218068e+02
-1.556245583551647904e+01,-1.325259637071561940e+02
1.504697765499327211e+01,-1.334669084388834506e+02
5.400848140386497676e+01,-1.563950179086332639e+02
8.331129388165169303e+01,-1.579634343514849490e+02
1.192612255651984583e+02,-1.416948392839412350e+02
1.375421658990561298e+02,-1.179923972102181722e+02
1.455075614465403646e+02,-7.105821594618213055e+01
1.544718260847982378e+02,-5.377661317118115392e+01
