# x, y coords (in cells) of grain grain_aspect-1.523.txt with roundness = 0.2
2.056492931862968874e+02,-6.001281544681380531e+00
2.065952771606093847e+02,6.143740651506161221e+00
2.028661317467746130e+02,5.803833853496576012e+01
1.776565778514695069e+02,9.292218956285512377e+01
1.199855399075480022e+02,1.166937706476659713e+02
1.152232589929746212e+02,1.183218338175637996e+02
5.706086080960953666e+01,1.342840732776040511e+02
5.445696438116463867e+01,1.349078125673105149e+02
8.627690207390639188e+00,1.443111648761843639e+02
-8.591656322659593670e+00,1.441438221782477740e+02
-5.100606443514750765e+01,1.345785198659363289e+02
-5.978160234983334931e+01,1.335770664361018873e+02
-1.161889727440471347e+02,1.332699283800239414e+02
-1.451011996797703034e+02,1.210761975047603158e+02
-1.822420527532904657e+02,8.338259629441812137e+01
-1.908159532477203584e+02,7.051850791669374985e+01
-2.118595835731393038e+02,2.043326545535816408e+01
-2.080145719769023458e+02,-1.834977119435003701e+01
-1.761237146682045989e+02,-6.542793755243101828e+01
-1.664157566963873194e+02,-7.549562993751179363e+01
-1.189543789637068585e+02,-1.102296674082003562e+02
-1.080082604713101659e+02,-1.159327315827579383e+02
-6.162052076579127657e+01,-1.317624229355565433e+02
-4.893058554540455418e+01,-1.339509620548704163e+02
-8.619586811453913811e+00,-1.344633045241126865e+02
7.842218482853033912e+00,-1.381518079308921472e+02
4.715306296954626930e+01,-1.560920850818319536e+02
8.800125359525104329e+01,-1.520987664394476440e+02
1.250765268722759060e+02,-1.254599297513276071e+02
1.255205581785044302e+02,-1.251363463078014178e+02
1.768028610999343755e+02,-8.723492124461211006e+01
1.923431044909988259e+02,-6.355496157123254619e+01
