# x, y coords (in cells) of grain grain_aspect-1.884.txt with roundness = 0.2
2.136425831159464224e+02,-5.479079277439359075e+00
2.154331948769586234e+02,5.726931389809569062e+00
2.166116871476889685e+02,6.208648951232819968e+01
1.915750824720112462e+02,1.009734922471927803e+02
1.390115963243451631e+02,1.235596299719865669e+02
1.165689881237947105e+02,1.264683544103195345e+02
5.687203304667477965e+01,1.175644010650849509e+02
3.967104148394611229e+01,1.186269618612271870e+02
7.309800081161220042e+00,1.276337619317868644e+02
-6.112539207397090557e+00,1.341636832820976508e+02
-5.032257413496884624e+01,1.666778555233783550e+02
-1.022641939747985589e+02,1.643325127270279040e+02
-1.342431743230129371e+02,1.360366856533049713e+02
-1.360928360794677872e+02,1.342959795462080592e+02
-1.848671666490935479e+02,8.548696363412001631e+01
-1.943123796982022782e+02,7.084633782878468367e+01
-2.186240448477065286e+02,6.424097706348588233e+00
-2.212681351934245413e+02,-6.862804935157197583e+00
-2.230060603358321032e+02,-6.113476486289584955e+01
-1.937263330707759508e+02,-1.020395475147018374e+02
-1.287041715550446668e+02,-1.218884698933902655e+02
-1.180260315792463501e+02,-1.236677312176206414e+02
-5.369310308842001689e+01,-1.258520389276315967e+02
-5.060988860737398198e+01,-1.258418009302196623e+02
-7.465472838972353919e+00,-1.240899852928507130e+02
7.100132921949409592e+00,-1.261135067518447102e+02
4.451026080700526677e+01,-1.383724498001323582e+02
7.366365359083798126e+01,-1.370989684926411201e+02
1.164751716058441957e+02,-1.187977609769222909e+02
1.196639653971349446e+02,-1.172703385667950187e+02
1.760377922084155955e+02,-8.724198467113915001e+01
1.961659849273535769e+02,-6.278828221283217914e+01
