# x, y coords (in cells) of grain grain_aspect-1.591.txt with roundness = 0.2
2.262801308394254818e+02,-2.300123335186369289e+01
2.254233215712324636e+02,2.243704042284774047e+01
1.877090348229412768e+02,7.742584230980325799e+01
1.873648168980834043e+02,7.793582408844183362e+01
1.525243283199220059e+02,1.303924216248117887e+02
1.282111678956813421e+02,1.475959437049301357e+02
7.171719650224572717e+01,1.618451606377091707e+02
6.356200234640135704e+01,1.648444004618462770e+02
2.374751746147626008e+01,1.844596243065223007e+02
-2.055344186779173299e+01,1.794744581240499031e+02
-4.941755214900893378e+01,1.560433246090171906e+02
-7.547433021014610688e+01,1.468042034996427958e+02
-1.293047543723069452e+02,1.468250350468879617e+02
-1.590179007740799477e+02,1.342343030260051933e+02
-2.006162500765626362e+02,9.123149261547591493e+01
-2.092496316756335091e+02,7.792974020940587820e+01
-2.362859570913928451e+02,1.074768930096597153e+01
-2.387180159286110097e+02,-1.142962630775475041e+01
-2.275197520059481349e+02,-7.903670262691882442e+01
-2.144633743207165821e+02,-1.029368344926195107e+02
-1.676504566427585701e+02,-1.452509191914274993e+02
-1.400263625237509757e+02,-1.559168832152515449e+02
-6.539774318121683905e+01,-1.560652189101253100e+02
-6.389271108202862592e+01,-1.560956324769598211e+02
-1.003032433470471396e+01,-1.581661892387217279e+02
9.089248919472995070e+00,-1.542924713677903412e+02
5.085205699769322507e+01,-1.347220628382979726e+02
5.947043080817048377e+01,-1.317908753110113196e+02
1.129166253609730859e+02,-1.199821747355572228e+02
1.238977984828347019e+02,-1.158498700206246639e+02
1.815220057328733390e+02,-8.419116331574511491e+01
1.965575191801850963e+02,-7.004704519491508563e+01
