# x, y coords (in cells) of grain grain_aspect-1.447.txt with roundness = 0.2
2.336504119835014421e+02,-1.965332716462335583e+01
2.390371122501177865e+02,2.305129693413422132e+01
2.132657959699219248e+02,7.818036820693436084e+01
2.019598349063910803e+02,9.256658945982383102e+01
1.465747191793504953e+02,1.369829165427335624e+02
1.348208741658184238e+02,1.435323417570946276e+02
6.957569500271966945e+01,1.666707699397200315e+02
6.863284245732623390e+01,1.669920921635948332e+02
9.754861860340099611e+00,1.862495361685063244e+02
-1.009352084374595471e+01,1.875805696340850375e+02
-6.714097113671975592e+01,1.770707360291191890e+02
-7.812888874317873444e+01,1.733502657232154149e+02
-1.374930326227810724e+02,1.431375575735318364e+02
-1.445023998202322844e+02,1.386006117570807419e+02
-2.005192527252833656e+02,9.347466648574119574e+01
-2.129405149723523039e+02,7.633879056799580098e+01
-2.374110691196437699e+02,1.167672628806291790e+01
-2.388801454678076936e+02,-1.213141332627848001e+01
-2.240980210367378902e+02,-7.292397631737981101e+01
-2.030955368470898463e+02,-9.939545047697440339e+01
-1.395398830167406743e+02,-1.315131134070422547e+02
-1.283234034526779794e+02,-1.352410747276843495e+02
-6.219511826967261925e+01,-1.468540941842726113e+02
-5.966500997739358780e+01,-1.473824904850455368e+02
-1.536882875589305808e+00,-1.614797884058401678e+02
1.561345960727458682e+00,-1.621037774369419822e+02
5.742025443021517361e+01,-1.710929757139557239e+02
8.438671278468655146e+01,-1.659739957165466535e+02
1.300002907457776189e+02,-1.389563597223869351e+02
1.399093575428020984e+02,-1.306874813496140746e+02
1.859882498972635858e+02,-7.758728694365633771e+01
1.866776049070881243e+02,-7.677131170429275642e+01
