# x, y coords (in cells) of grain grain_aspect-1.622.txt with roundness = 0.2
2.376673606877403699e+02,-2.107054367626565750e+01
2.336505837819632916e+02,1.911257717087950425e+01
1.960692522219163436e+02,7.997331073013035052e+01
1.947995336629764154e+02,8.191814106608450174e+01
1.569106693809268336e+02,1.368754418627407858e+02
1.352601272131466601e+02,1.538263435598992999e+02
9.257448096547672378e+01,1.699562069527136998e+02
5.517778028295049353e+01,1.678130047887804039e+02
1.290680099569443584e+01,1.460322991943118325e+02
-1.438794673258185419e+01,1.413313581751669119e+02
-4.744891814441404421e+01,1.458108890530033079e+02
-7.363794153959457844e+01,1.416610575419642828e+02
-1.157709726366557419e+02,1.213617968271857848e+02
-1.235829044081753807e+02,1.184361583445629833e+02
-1.923825589969023611e+02,9.956505180349171269e+01
-2.257520050827380373e+02,6.204901160290134499e+01
-2.333584144081030445e+02,1.200695431114456468e+01
-2.308537307905777425e+02,-1.134685466631911765e+01
-2.053298724074180370e+02,-7.823659860025274781e+01
-1.993431798994942028e+02,-8.918614068914799020e+01
-1.629626830257892038e+02,-1.384421086479873679e+02
-1.353882879661926211e+02,-1.561578135263594334e+02
-7.921155244284838659e+01,-1.679844471852562435e+02
-6.144891180976080136e+01,-1.682249228366873695e+02
-1.050156872747801984e+01,-1.589319240911949294e+02
1.027419174636920296e+01,-1.599134941404974199e+02
5.199325390423058479e+01,-1.716773602315067535e+02
9.176915321101941458e+01,-1.644725137351840374e+02
1.316231805315178178e+02,-1.352168354147787568e+02
1.359242906792966323e+02,-1.324142330362701045e+02
1.984010737747615849e+02,-9.649544377032043485e+01
2.186591615677091625e+02,-7.251608484773781527e+01
