# x, y coords (in cells) of grain grain_aspect-1.587.txt with roundness = 0.2
1.843269822171436374e+02,-1.043868823050732608e+01
1.833201761605351123e+02,1.014499131071755933e+01
1.652241912819985146e+02,6.251289645576179765e+01
1.602083241952445007e+02,7.213192307347372889e+01
1.352233619934671367e+02,1.064993532653032702e+02
1.026295625036572972e+02,1.215489379296256232e+02
5.044923769637096456e+01,1.175205928904425576e+02
4.678605424499479426e+01,1.174208171785779768e+02
4.823438591907600603e+00,1.183687559339887230e+02
-4.632292122473330664e+00,1.198265329072286960e+02
-4.508296419164290114e+01,1.316048224994082148e+02
-6.645501141198519690e+01,1.313624334453098470e+02
-1.124922602695091740e+02,1.168169941255765849e+02
-1.188150663217364098e+02,1.141480810278118696e+02
-1.720040066290956702e+02,8.558515212834080899e+01
-1.906022182028048064e+02,6.074708533202663574e+01
-2.018964782891316929e+02,7.088641025765960002e+00
-2.020822624367817184e+02,-7.125216729490521317e+00
-1.934516612529145618e+02,-5.420216875059141159e+01
-1.650960426519781379e+02,-8.351820339859042974e+01
-9.820290963959030250e+01,-9.809933978995478299e+01
-9.803292956910954103e+01,-9.813681283451546733e+01
-5.645203325451434750e+01,-1.074067349025177975e+02
-3.777492356599489653e+01,-1.179850357216356684e+02
-1.962981744689723129e+01,-1.370957496444111996e+02
2.492188079840815362e+01,-1.439259851558365426e+02
5.023432060668790911e+01,-1.298648281741702704e+02
5.625852545772735169e+01,-1.271934203636157719e+02
1.049888730320197965e+02,-1.106260492253676375e+02
1.129412837646637087e+02,-1.068051830109059068e+02
1.574441649815943549e+02,-7.840083401858461798e+01
1.734321394740912581e+02,-5.595085898519592860e+01
