# x, y coords (in cells) of grain grain_aspect-1.615.txt with roundness = 0.2
2.271055314485465431e+02,-1.199357145202384878e+01
2.229668310413272252e+02,1.095722286240781607e+01
1.979047066894989655e+02,6.651461601473931751e+01
1.799849194090190849e+02,8.723255300168757742e+01
1.240243922269438173e+02,1.229720633501012941e+02
1.227533522605079526e+02,1.238125159625106733e+02
8.458851272178236513e+01,1.499282473892652661e+02
4.641077407709369140e+01,1.570222418641038757e+02
6.318157596283905386e-01,1.461747032390328798e+02
-6.356338999496656816e-01,1.458924234632460184e+02
-4.802130530509881368e+01,1.360096480329559085e+02
-6.242796307026664238e+01,1.304701808867865225e+02
-1.008782068763559892e+02,1.080165344294548646e+02
-1.103516830424657229e+02,1.037830140316642940e+02
-1.681767492607809231e+02,8.513447452646400393e+01
-1.977131912300048384e+02,5.800893835918691366e+01
-2.145127720892657521e+02,1.794114984594247986e+01
-2.149447943346358727e+02,-1.811623186029270371e+01
-1.997681666760250323e+02,-5.689348478590729030e+01
-1.680638601098021354e+02,-8.560888305658191655e+01
-1.167127717091563710e+02,-1.000529262717143268e+02
-9.452271172796531573e+01,-1.136112778547191624e+02
-8.131577244573882979e+01,-1.278437820233319826e+02
-3.384043955132212034e+01,-1.415963111364516465e+02
-1.684983661568542956e+01,-1.370976007535428494e+02
1.578683356384724412e+01,-1.400251616322026109e+02
5.303318630672035283e+01,-1.574582514795770294e+02
8.440047174221513160e+01,-1.607034666639128204e+02
1.368871276957825671e+02,-1.483266990622527146e+02
1.538691460076424846e+02,-1.405965847343966288e+02
2.033680275391891712e+02,-1.050528022184107044e+02
2.232651970119446787e+02,-6.927137475750616602e+01
