# x, y coords (in cells) of grain grain_aspect-1.437.txt with roundness = 0.2
2.277884845476720557e+02,-1.389003117608069360e+01
2.316242156779475181e+02,1.534066796616562733e+01
2.210408837049298540e+02,6.032044217317124435e+01
1.852991621758001770e+02,9.216741775203706766e+01
1.225047115395847044e+02,9.948229031432740044e+01
9.138161424821673506e+01,1.197913865748364657e+02
8.429070109101101593e+01,1.318813254419718533e+02
3.449476113840875513e+01,1.501009135392124847e+02
1.238144196551477627e+01,1.423074379541994290e+02
-1.264684587523624160e+01,1.414649825708777371e+02
-5.744218692867595166e+01,1.539370620143368740e+02
-7.197898888692573394e+01,1.553283413690485304e+02
-1.353697455495126576e+02,1.502007580266847526e+02
-1.594507573400551337e+02,1.400258814431177257e+02
-2.060200988000374878e+02,9.927726276232525038e+01
-2.195171534751656566e+02,7.569959555233288029e+01
-2.316759809608331864e+02,1.174409861942062072e+01
-2.295760212399051454e+02,-1.114166925126184360e+01
-2.058428149500373365e+02,-7.217266818683057750e+01
-1.917189923028554688e+02,-9.062110103598260480e+01
-1.424529285156261835e+02,-1.269106160853437899e+02
-1.224588561204641906e+02,-1.347621384532675961e+02
-7.062505363513321299e+01,-1.406712155033938529e+02
-4.950728672025817190e+01,-1.493802292392001618e+02
-2.015084429281502310e+01,-1.725804032880718637e+02
2.328206612137655185e+01,-1.776606740043759771e+02
6.442945379895003555e+01,-1.584942164621046459e+02
6.650081181691562904e+01,-1.575968289673632512e+02
1.252216222202375491e+02,-1.340246420861525678e+02
1.366635085358853985e+02,-1.271230096058431798e+02
1.864680205872722922e+02,-8.484981545020997373e+01
1.962299076702595073e+02,-7.276643786983952111e+01
