# x, y coords (in cells) of grain grain_aspect-1.498.txt with roundness = 0.2
2.214376727588655456e+02,-2.055808751318324568e+01
2.210567039425062603e+02,2.033800448702785957e+01
1.918326062560190053e+02,6.985487716598174757e+01
1.799114244790785335e+02,8.267747336526531399e+01
1.243437591606215307e+02,1.211847328345227908e+02
1.207664966051600715e+02,1.239695314641951143e+02
8.380601271640873051e+01,1.561876250081580224e+02
5.131534775679615734e+01,1.658623113471919623e+02
6.595567850044870006e+00,1.596452891742890188e+02
-5.963600962876106415e+00,1.557656375742743080e+02
-4.690825494506582771e+01,1.354242837638279582e+02
-6.302279995403999635e+01,1.312078536674652014e+02
-1.189137520273968249e+02,1.283690896882327763e+02
-1.358845193620872465e+02,1.237146548316422212e+02
-1.895796426524759966e+02,9.544485357467679876e+01
-2.108705047601367255e+02,6.592149337530528896e+01
-2.214236393021858760e+02,1.904667265557162148e+00
-2.218707287274860960e+02,-1.925779219699379263e+00
-2.264512338847922877e+02,-6.819648664532746807e+01
-2.049899961016013492e+02,-1.070408493503589966e+02
-1.446073134179012527e+02,-1.394251259401035270e+02
-1.375838700268716650e+02,-1.423856398034469635e+02
-7.084716399241179374e+01,-1.634369306674868767e+02
-6.517968364022354422e+01,-1.647892681893495990e+02
-1.183204736302850257e+01,-1.735577325557710537e+02
1.100786242312401164e+01,-1.707478795735788708e+02
5.590480085418295886e+01,-1.513555570969184316e+02
6.790255771488038761e+01,-1.482220125187765802e+02
1.232319644021227560e+02,-1.424907700239862436e+02
1.513952343689886675e+02,-1.267884882788124230e+02
1.870613398561956728e+02,-8.052623071567367674e+01
1.902726511065150135e+02,-7.568471963864577390e+01
