# x, y coords (in cells) of grain grain_aspect-1.323.txt with roundness = 0.2
2.125751612415482157e+02,-1.186702790767795612e+01
2.195813109716408746e+02,1.470555700943956090e+01
2.119821297243386482e+02,7.415211686252928303e+01
2.008256681722545238e+02,9.610072435722848638e+01
1.512016506517944379e+02,1.430218160071700879e+02
1.417713537022405603e+02,1.494814374745003818e+02
8.195282121133502073e+01,1.779171759730944302e+02
6.741951143077396580e+01,1.814422294831578029e+02
5.899158777985604729e+00,1.834215179679635810e+02
-5.659660831721673446e+00,1.819366961730315495e+02
-5.833505686321392858e+01,1.663507795939969185e+02
-7.450678043544766638e+01,1.564392641685892897e+02
-1.062504889956790208e+02,1.229593379059252243e+02
-1.259952173934382103e+02,1.121831904352666243e+02
-1.765574905118192248e+02,1.026071813815516123e+02
-2.020578611552359689e+02,4.947641324867556989e+01
-1.814064296515491037e+02,1.063334934501670581e+01
-1.775197427344229482e+02,-1.191249244235655880e+01
-1.843234469075307516e+02,-5.778911908918628626e+01
-1.722002103307659979e+02,-9.071572191404932539e+01
-1.355914175072277317e+02,-1.226942724272892633e+02
-1.198045247910627751e+02,-1.307773069882489949e+02
-6.103523347403561417e+01,-1.444401945476969047e+02
-5.882115388567927283e+01,-1.448834056188888155e+02
-7.152870656245107206e+00,-1.535776422229305638e+02
7.071141157268271193e+00,-1.531653333504274599e+02
5.496937919739810496e+01,-1.422194433427560796e+02
6.193085437309639474e+01,-1.398720834667180100e+02
1.108642665816251167e+02,-1.176799808197502841e+02
1.194735957090119598e+02,-1.122153906397737586e+02
1.659181375399151079e+02,-7.266857465494381074e+01
1.714859034388616976e+02,-6.674073642047336818e+01
