# x, y coords (in cells) of grain grain_aspect-1.457.txt with roundness = 0.2
2.133633177775284366e+02,-2.039825704529387806e+01
2.180132367273228056e+02,2.410114986479697308e+01
1.872284621227361470e+02,7.230072850956473474e+01
1.809026315746954197e+02,7.973889147903987862e+01
1.351559490220489010e+02,1.206507970915890269e+02
1.173784476473626626e+02,1.292613466896632701e+02
5.964532809753831089e+01,1.393164430594606813e+02
5.607060041278106866e+01,1.401289640238691732e+02
5.515275064627370050e+00,1.543691645177950420e+02
-5.724868349474311557e+00,1.556827651073519689e+02
-6.114441325871026578e+01,1.533602435945873879e+02
-6.581510373008975989e+01,1.534686731860968507e+02
-1.439079789677678320e+02,1.603826396306592414e+02
-1.739936550308910057e+02,1.483812235223722098e+02
-2.145544142184633643e+02,1.024478174427887041e+02
-2.235426678945550520e+02,7.924749403720929308e+01
-2.247021950188432413e+02,6.171755964319624255e+00
-2.228316867078600865e+02,-5.850248883548400336e+00
-2.023572729440564331e+02,-6.670072415057612147e+01
-1.827943604756689240e+02,-8.811407977718293694e+01
-1.223340508844062811e+02,-1.147398058995628389e+02
-1.127801291801897463e+02,-1.209162042618509787e+02
-7.816035632467711025e+01,-1.520832172643906688e+02
-5.227092095173003372e+01,-1.612571144653228146e+02
-4.079251776474001723e+00,-1.587549661653994519e+02
4.022612262030687447e+00,-1.592529175346841157e+02
4.785940761696065948e+01,-1.669874766078049504e+02
8.388714816794315254e+01,-1.516799801430254888e+02
1.079465143696880318e+02,-1.159490726010595978e+02
1.157220786589876411e+02,-1.076326943657962687e+02
1.639798724546163555e+02,-7.019468331134302730e+01
1.675826937534492913e+02,-6.698992359443768407e+01
