# x, y coords (in cells) of grain grain_aspect-1.536.txt with roundness = 0.2
2.084447757465616746e+02,-2.194202638526720861e+01
2.120659537707634854e+02,2.534724946211007790e+01
1.751675906448959381e+02,7.114012868078226859e+01
1.735421215114874087e+02,7.332849648061231562e+01
1.397895350319651868e+02,1.227198794596455684e+02
1.210891776129472674e+02,1.363653889193006137e+02
6.359439595669332590e+01,1.534872138311051515e+02
6.356250408801040663e+01,1.534966944792735433e+02
1.497621933232542801e+01,1.679147624326079153e+02
-1.324083383161183036e+01,1.640693168889677622e+02
-4.747826220888594406e+01,1.426343498255247084e+02
-6.754887523554663176e+01,1.374003736583573243e+02
-1.213987726164774301e+02,1.400505056788132947e+02
-1.519070571304686723e+02,1.246712583595414117e+02
-1.837505242847002478e+02,7.688271490845406220e+01
-1.845298392283500277e+02,7.565829990677822536e+01
-2.229113915557537666e+02,1.246884335530215182e+01
-2.268493953652124446e+02,-1.412848711589019501e+01
-2.094121265108350656e+02,-8.189184219159119493e+01
-2.060681014028340314e+02,-9.021948082734424190e+01
-1.765140690199525011e+02,-1.428282467130134989e+02
-1.400666779866141951e+02,-1.599181283149696640e+02
-6.860487176730759984e+01,-1.467624147569292177e+02
-5.194190327929376849e+01,-1.477881708873117930e+02
-1.154565944058460047e+01,-1.605066821585762682e+02
1.129506890058487834e+01,-1.597900410868253971e+02
5.550290528832141490e+01,-1.427578123718369056e+02
6.193586233467816271e+01,-1.409694223680654943e+02
1.117830394489076014e+02,-1.321783739084407898e+02
1.368614954997537154e+02,-1.133085537117104877e+02
1.570116668721404665e+02,-7.214771109082985845e+01
1.647686963366529369e+02,-6.179796794668752113e+01
