# x, y coords (in cells) of grain grain_aspect-1.513.txt with roundness = 0.2
2.250524308279360923e+02,-1.177631744048993312e+01
2.281092125982841026e+02,1.271488942649860476e+01
2.175331086600275796e+02,7.297469906571257070e+01
2.019309029266600817e+02,9.889688919742614814e+01
1.528540317039539218e+02,1.370584747041023945e+02
1.328184540443311050e+02,1.455135805411455578e+02
6.669743578111597060e+01,1.546789014564856757e+02
6.178666000124529489e+01,1.556607168842104159e+02
1.436709751545977021e+01,1.681191537501300104e+02
-1.354946506230230696e+01,1.658049996006861875e+02
-5.080402538073592211e+01,1.490637341161991571e+02
-7.012677167632804753e+01,1.454215429790259861e+02
-1.292566494687045804e+02,1.483639658950437763e+02
-1.627504915778926318e+02,1.343263831896133809e+02
-2.019993778664059789e+02,9.023284166989637356e+01
-2.089095620587707742e+02,7.958932659383415853e+01
-2.384992659864903715e+02,1.409574068530637092e+01
-2.405825431569863611e+02,-1.486217046068411918e+01
-2.251811672173004126e+02,-6.827915278755824602e+01
-1.964134002582501921e+02,-9.703434886886400079e+01
-1.310722920421661115e+02,-1.158428024798572409e+02
-1.111229051539028774e+02,-1.284897485409685203e+02
-8.545222161528954530e+01,-1.576966688541801034e+02
-5.108718584787930439e+01,-1.718917636424513375e+02
-6.387535599277160081e+00,-1.689235518568786745e+02
5.971834435855297052e+00,-1.661933809602659551e+02
5.744271431865103494e+01,-1.463179652082365862e+02
6.301798152517590523e+01,-1.445990157688291902e+02
1.205702054625306232e+02,-1.311460037693746585e+02
1.361904122752821991e+02,-1.238679214042573875e+02
1.855068989536808601e+02,-8.696295859710266996e+01
1.986705190711148816e+02,-7.052463307922641889e+01
