# x, y coords (in cells) of grain grain_aspect-1.439.txt with roundness = 0.2
2.283852276638401122e+02,-2.521125044312902475e+01
2.204257740629027751e+02,2.034761875009293419e+01
1.752009061438225501e+02,7.175898807143011027e+01
1.741334442099265516e+02,7.292963076676981871e+01
1.255362819275183170e+02,1.243487259140394912e+02
1.243595255606584260e+02,1.255474986034103750e+02
8.989439934298474100e+01,1.593523071880703128e+02
4.963151574504975372e+01,1.710738138731900904e+02
4.191843923408848482e+00,1.614296419476485482e+02
-4.284635061115856125e+00,1.604693047307910945e+02
-5.505204385524895372e+01,1.596321327851560170e+02
-7.568313705067366470e+01,1.541542040527954782e+02
-1.226331946272518962e+02,1.283483344414687224e+02
-1.303247112003418522e+02,1.250239787420905913e+02
-1.953582019586312981e+02,1.039512096693950696e+02
-2.260313631009623236e+02,6.105233692372092946e+01
-2.251831036404051360e+02,7.985773411947090672e+00
-2.221499043244043037e+02,-7.439533698875384182e+00
-1.981416948147122525e+02,-6.891154293031493694e+01
-1.841327957060780989e+02,-8.772734430659545524e+01
-1.345808645112995237e+02,-1.264358786823703866e+02
-1.246701154713929895e+02,-1.322834820836278311e+02
-7.238630933547653967e+01,-1.545709656959586766e+02
-5.756825592911345524e+01,-1.580483619800325812e+02
-1.742471892670889089e+00,-1.612927281365124657e+02
1.745040920119023786e+00,-1.613580052484405485e+02
6.224218717651891097e+01,-1.601103640645970643e+02
7.024674305997689316e+01,-1.592137040324810471e+02
1.313434849816747203e+02,-1.466705029608030770e+02
1.533613673451066290e+02,-1.350043106891831997e+02
1.980414505410601862e+02,-9.150598681718960847e+01
2.083634128902452289e+02,-7.599513653781627909e+01
