# x, y coords (in cells) of grain grain_aspect-1.380.txt with roundness = 0.2
2.174430349444424166e+02,-2.054459601430022175e+01
2.168821261603983999e+02,2.021376127993956473e+01
1.895415006890575285e+02,6.514344693424303046e+01
1.716342232017721301e+02,8.091733807832706304e+01
1.145563978512180796e+02,1.064169041923461947e+02
1.043179595193757905e+02,1.130163871520663719e+02
6.990511522971121394e+01,1.435021733875110499e+02
5.228175686731493244e+01,1.525730408868927839e+02
9.310160825720616984e+00,1.624410479682373136e+02
-9.274615334473340411e+00,1.622917673239172700e+02
-6.090126693675320269e+01,1.495598114784431232e+02
-6.281410942307349643e+01,1.491373344388366604e+02
-1.254132010400183219e+02,1.369062653841396866e+02
-1.426943278195906544e+02,1.289292873929321104e+02
-1.855576787083685417e+02,9.483355238657551922e+01
-2.006967986884909863e+02,6.403170978963848370e+01
-2.016276316670517303e+02,1.205961143419904236e+00
-2.017357810119721648e+02,-1.202709752029115897e+00
-2.058639441725695747e+02,-5.619704743591822904e+01
-1.799385884734066394e+02,-9.676581415357607341e+01
-1.236308450313858316e+02,-1.178701106009252442e+02
-1.156994359435931585e+02,-1.218958259853234409e+02
-7.423036374600600595e+01,-1.491105237280972631e+02
-5.270450590368292865e+01,-1.556851924783195216e+02
-6.083441514096098679e+00,-1.562492118654871831e+02
5.831737819429540615e+00,-1.545894564559736750e+02
5.506746600858109986e+01,-1.399552462620980009e+02
6.011245819923129829e+01,-1.380790342211736572e+02
1.128470713842220334e+02,-1.143276639417631202e+02
1.148614817832602881e+02,-1.133519031410191502e+02
1.748368976139584845e+02,-8.220559374529983643e+01
1.911796486275823668e+02,-6.650628159357600566e+01
