# x, y coords (in cells) of grain grain_aspect-1.462.txt with roundness = 0.2
2.064503879936759745e+02,-8.909145938630389949e+00
2.113580380203572133e+02,7.898176088949300677e+00
2.382189857021405430e+02,5.859210099364745616e+01
2.084617506614395666e+02,1.214407034968825485e+02
1.424149100930882526e+02,1.347696951153754128e+02
1.303460807357276110e+02,1.391423627658287785e+02
8.165737384472588190e+01,1.654927669518305038e+02
5.879036455023906882e+01,1.706663814512361910e+02
2.662976458499384691e+00,1.677980711805574288e+02
-2.659602148660670018e+00,1.678529806012488450e+02
-6.219295237250292274e+01,1.721283169665372554e+02
-8.039747755880408420e+01,1.695289076812822202e+02
-1.352512940085199773e+02,1.491723532553819780e+02
-1.525962899754888156e+02,1.373074630984676219e+02
-1.930756497181039890e+02,9.173337713124189463e+01
-2.030875876802497260e+02,7.188804310926302321e+01
-2.162920316267347403e+02,9.390303850007029496e+00
-2.161145595798395220e+02,-9.351048660993217965e+00
-2.026095766958485456e+02,-6.777762447854362904e+01
-1.873763946792462036e+02,-9.193854877975444140e+01
-1.430913218994080580e+02,-1.272315719831800465e+02
-1.231308440490328024e+02,-1.361074996017486001e+02
-7.115224506417730765e+01,-1.447068409401155122e+02
-5.215749453737734598e+01,-1.528351104897354276e+02
-1.675824828742522143e+01,-1.794526269296003704e+02
2.028632211574663202e+01,-1.867538152655853310e+02
6.688779220960152827e+01,-1.745793498174265892e+02
7.625331629932341571e+01,-1.709293060981093504e+02
1.335674109750372622e+02,-1.405269167328572166e+02
1.419715229703920727e+02,-1.347056134007555386e+02
1.873404474154277750e+02,-9.460213501141006986e+01
2.018518050528704464e+02,-6.560004328545245755e+01
