# x, y coords (in cells) of grain grain_aspect-1.511.txt with roundness = 0.2
2.132297835748342436e+02,-4.735935166104954241e+00
2.124431011264058782e+02,4.654591532309066082e+00
2.016602892828587414e+02,6.176378640637972239e+01
1.802382678859948442e+02,9.253228835480409487e+01
1.267158650984298731e+02,1.246897769430184155e+02
1.241382150834355116e+02,1.261275639246133267e+02
7.667199462407253918e+01,1.506332680968251623e+02
5.172125477874709532e+01,1.555686978162668481e+02
3.556626775381455996e+00,1.514157112671159382e+02
-3.561199062834379703e+00,1.513570366024180203e+02
-5.523795074452643661e+01,1.549557032659157585e+02
-7.319206534206487902e+01,1.526194441625218019e+02
-1.273258309296574140e+02,1.341788740463267686e+02
-1.370042817958008072e+02,1.295553565745388767e+02
-1.905480000860892176e+02,9.576203103547582884e+01
-2.108054570923364395e+02,6.701321277418828970e+01
-2.219205872852301127e+02,1.727590412204597214e+01
-2.170220539226980065e+02,-1.538301299439898351e+01
-1.921910691111203846e+02,-5.899101288884727978e+01
-1.641373196514167034e+02,-8.059964134425224813e+01
-1.210573495296639521e+02,-9.203728382905045180e+01
-8.986702129104197923e+01,-1.203680939541217185e+02
-8.800339879461725445e+01,-1.253873022811505109e+02
-2.628133109666242717e+01,-1.512272648201546303e+02
-1.213672856039370807e+01,-1.448713606427092202e+02
1.316985754122112873e+01,-1.413143965390837593e+02
5.334841649092211924e+01,-1.471008368873666541e+02
6.938194885071366969e+01,-1.465720729679217982e+02
1.259446128379125867e+02,-1.345771805059694657e+02
1.393698444628762729e+02,-1.294227997794918679e+02
1.892459505073279615e+02,-1.005875270125393968e+02
2.121190406799442201e+02,-6.181933474515710003e+01
