# x, y coords (in cells) of grain grain_aspect-1.583.txt with roundness = 0.2
2.299805041626641469e+02,-1.909926645955528457e+01
2.185726736958814058e+02,1.465210786074355909e+01
1.731979420801261256e+02,6.878021298121910831e+01
1.697821202904307540e+02,7.337521744835854065e+01
1.405900821507284206e+02,1.178497120551635078e+02
1.161171118552157679e+02,1.371130904067680945e+02
8.140703401202293321e+01,1.495373913631598555e+02
4.760180363350941946e+01,1.492625889615354140e+02
2.011995664385711891e+01,1.389185680264308473e+02
-1.920351093511282770e+01,1.410093129347219474e+02
-2.779013835843626623e+01,1.453303644456291295e+02
-9.205605307242298352e+01,1.264784394383946733e+02
-9.405878112252622714e+01,1.230906295334278440e+02
-1.255245806483616775e+02,1.001975845093859050e+02
-1.656758947247614913e+02,9.117447423130596462e+01
-2.038149088429121321e+02,4.718391252865173158e+01
-2.072596295759479119e+02,3.559743531334576883e+00
-2.073032264517397323e+02,-3.562917711973212498e+00
-2.042469806361218900e+02,-4.941328690771748455e+01
-1.690116159485097000e+02,-9.324353282518748642e+01
-1.208929118309116859e+02,-1.072429390443730028e+02
-1.020755972033950343e+02,-1.176205544802218128e+02
-7.918185299363486251e+01,-1.378975314821668405e+02
-4.159425079113540846e+01,-1.499649709532028794e+02
-3.059269716493282054e+00,-1.459603306172182897e+02
3.075020226335358764e+00,-1.457091787147666366e+02
4.814480097038273954e+01,-1.466878704476921484e+02
7.213124021140455966e+01,-1.410134567722537611e+02
1.111709390404667914e+02,-1.203750439262523741e+02
1.238525434568365569e+02,-1.157699990102382941e+02
1.895358358183563894e+02,-1.017468761643631723e+02
2.282891066281752899e+02,-5.602712103437237090e+01
