# x, y coords (in cells) of grain grain_aspect-1.455.txt with roundness = 0.2
2.237499670190264851e+02,-4.314688029670910474e+00
2.252576584680907388e+02,4.469418244178982924e+00
2.290718187138786845e+02,6.071157319270672303e+01
1.975880015113710328e+02,1.056141724671174416e+02
1.290428073546268593e+02,1.253304130339200952e+02
1.231902550141567048e+02,1.265867591173143296e+02
6.613544864430467385e+01,1.347921571175627378e+02
4.822504810830321986e+01,1.416197071528859510e+02
1.991277375660659743e+01,1.603949883389560682e+02
-2.185459897124944817e+01,1.639424433099830765e+02
-5.828328169836331085e+01,1.478443564439738225e+02
-6.339847457299150335e+01,1.459562387679826543e+02
-1.268085601115165133e+02,1.269573763085967357e+02
-1.270373856106887303e+02,1.268881323949949547e+02
-1.992721509465077361e+02,1.048133663365582038e+02
-2.301651947043769155e+02,6.300349469534188529e+01
-2.300876311847951854e+02,1.136810190183011393e+01
-2.245104061710689791e+02,-9.915582714886106430e+00
-1.890665097087567688e+02,-7.312376574280845887e+01
-1.834794106929518307e+02,-8.092940348712831167e+01
-1.436631378778256760e+02,-1.252944653764457996e+02
-1.224051936485951870e+02,-1.383209073725057863e+02
-6.671284331531943224e+01,-1.531449710235683028e+02
-6.072698052694047988e+01,-1.542978003254998782e+02
-9.680498834865417734e+00,-1.604725813117160840e+02
9.258545858621081592e+00,-1.585837345750365728e+02
5.865515889232886337e+01,-1.422587508495556108e+02
5.912982743431664545e+01,-1.420988520190595068e+02
1.187709593143523676e+02,-1.216261302720792088e+02
1.229358820161134531e+02,-1.199524514395206296e+02
1.833500436569775616e+02,-9.198598289490402635e+01
2.070556033407823122e+02,-6.411177232414249261e+01
