# x, y coords (in cells) of grain grain_aspect-1.568.txt with roundness = 0.2
1.956175550596555297e+02,-1.294080269319060505e+01
1.938481520034057723e+02,1.232934632224999305e+01
1.708925557664418307e+02,6.622876021041282968e+01
1.667998445419411837e+02,7.353209715729083484e+01
1.378588163105940794e+02,1.141620064129547245e+02
1.111446592036496810e+02,1.301354207327658514e+02
5.942768320281361838e+01,1.366836701016661664e+02
5.415736492340574415e+01,1.377260985759523351e+02
1.573503920590295913e+01,1.481366232062243000e+02
-1.405489617905153743e+01,1.441400065203948202e+02
-4.134249498363890751e+01,1.281031599904953566e+02
-6.169820286695211564e+01,1.227634032182451733e+02
-1.107259419798988205e+02,1.236577693120947998e+02
-1.344906432486347683e+02,1.160648314533331416e+02
-1.794830409335908143e+02,8.279292991208741626e+01
-1.909525882932194065e+02,6.926846299671414897e+01
-2.179545533132555306e+02,1.646285386929964289e+01
-2.188810104345710386e+02,-1.690459938612635682e+01
-1.944688307364597506e+02,-7.198882293531571008e+01
-1.854779949587280896e+02,-8.462356964331233655e+01
-1.483378311064242325e+02,-1.192948166915782764e+02
-1.132795762466199392e+02,-1.287623048108647481e+02
-6.822069199218988444e+01,-1.185198807388443498e+02
-3.194048735568556907e+01,-1.291794932033055545e+02
-2.017839046889490362e+01,-1.411710254712745325e+02
2.551891338966111178e+01,-1.483579725973333439e+02
4.551884916362595845e+01,-1.378677087187392942e+02
6.577013058917651733e+01,-1.334950594966339850e+02
1.152399550553091814e+02,-1.363554515228524906e+02
1.499359089442077391e+02,-1.188620512843755108e+02
1.757524499560439324e+02,-7.937579803650044141e+01
1.807424739927166399e+02,-6.822973342869489954e+01
