# x, y coords (in cells) of grain grain_aspect-1.506.txt with roundness = 0.2
2.204558934262992693e+02,-1.197417697426380734e+01
2.189089946539523623e+02,1.154898354182487807e+01
1.985663288729839735e+02,7.019038929860376186e+01
1.867065771603631390e+02,8.830129780181705712e+01
1.391891356802855455e+02,1.321412100587289160e+02
1.311993797222998523e+02,1.380093652102031285e+02
8.912651723385613423e+01,1.621991452139747310e+02
5.213343349370320823e+01,1.655732313556748352e+02
3.317729806693316519e+00,1.483117599873272923e+02
-3.460947411589662348e+00,1.465018125198180883e+02
-4.738678568630592736e+01,1.384198685847344734e+02
-6.577264664539768546e+01,1.389040444438004158e+02
-1.238576430035558502e+02,1.527871282111892413e+02
-1.757651496256335122e+02,1.253387962777140103e+02
-1.926849044939333169e+02,8.084070335899357929e+01
-1.933979213009888554e+02,7.907968848342054002e+01
-2.108885050763382765e+02,3.840146989798878963e+01
-1.900940398536224620e+02,-1.885634198722838661e+01
-1.542448196761423276e+02,-3.697630225568190809e+01
-1.304589922043191734e+02,-8.409825665121785221e+01
-1.338657971331117835e+02,-1.041999154700715877e+02
-1.061616950892120315e+02,-1.530704360577301202e+02
-8.042072288488706988e+01,-1.630982645776098252e+02
-5.759306849732185896e+01,-1.656265052378490736e+02
-3.101805486225962305e+00,-1.573423327451367300e+02
3.004877878717492568e+00,-1.559684010791985145e+02
5.476804744348395104e+01,-1.404238008248829885e+02
6.090897551324391657e+01,-1.390446766634071878e+02
1.205994312215026696e+02,-1.300176404938183623e+02
1.359690569135476323e+02,-1.246837332972041565e+02
1.879444493827664928e+02,-9.506377783778356161e+01
2.094881160339340909e+02,-6.537263866429880466e+01
