# x, y coords (in cells) of grain grain_aspect-1.466.txt with roundness = 0.2
2.061211467766580654e+02,-9.349917077175334157e+00
2.009642280244309802e+02,8.299075508563303671e+00
1.703688699972762777e+02,6.631443199672563082e+01
1.673071479797682457e+02,7.356071689025948501e+01
1.561651569169211484e+02,1.078426964386987663e+02
1.063002498745212279e+02,1.392516693011885422e+02
7.029103806895574280e+01,1.344577641580260376e+02
4.132050567986254919e+01,1.401504825321358396e+02
1.760515128585177536e+01,1.537418444333634966e+02
-1.932554292531933982e+01,1.576456041454856631e+02
-5.530084658132275877e+01,1.461304405112722975e+02
-6.473997363554619255e+01,1.441688761917585282e+02
-1.149580993188625087e+02,1.391296885127507039e+02
-1.489609343678578739e+02,1.184168591885159572e+02
-1.766046103354209436e+02,7.590595721506885241e+01
-1.796604500885990774e+02,7.173859783131823065e+01
-2.205323967534053509e+02,2.210196280461553542e+01
-2.269592216398450546e+02,-2.609826914680057897e+01
-2.034425182638347849e+02,-7.823234494961499763e+01
-1.977057101967797337e+02,-8.770919142129521617e+01
-1.635901776956059450e+02,-1.312214996811374590e+02
-1.263156331494135998e+02,-1.488440089369271391e+02
-7.139888750012475782e+01,-1.476028566346548416e+02
-5.158318087550716768e+01,-1.515930840039957559e+02
-1.707289222506548754e+01,-1.670050874079042273e+02
1.755492212092310211e+01,-1.681920709344469458e+02
5.844195439081095600e+01,-1.531982465697481643e+02
6.737995624806804074e+01,-1.509053880856106673e+02
1.290503410682406695e+02,-1.415379759947531682e+02
1.488263097415431560e+02,-1.335349379446109026e+02
1.913179300351803533e+02,-1.033064850046551868e+02
2.105114616117469382e+02,-6.195913700630867993e+01
