# x, y coords (in cells) of grain grain_aspect-1.445.txt with roundness = 0.2
2.351916191998320755e+02,-1.447570567884842774e+01
2.444759903928364224e+02,1.907931674749399420e+01
2.345104581263761645e+02,7.079066418736088906e+01
2.057339590095390349e+02,1.013417008904957584e+02
1.295143440673552675e+02,1.208187483240215272e+02
1.167337530235604248e+02,1.266897831731281769e+02
7.616060022259318885e+01,1.551108642143856571e+02
5.566995394088947080e+01,1.621512445052219107e+02
7.874569437518285087e-01,1.649444958356855011e+02
-7.884317483573249907e-01,1.649929425309541671e+02
-5.932652895268639526e+01,1.656143077833086181e+02
-7.700300916713297283e+01,1.616103249498692662e+02
-1.330210716737610710e+02,1.341260324968801854e+02
-1.344876335114162202e+02,1.333677488032992926e+02
-1.909281874447781036e+02,1.026614707466132330e+02
-2.108318818273368436e+02,6.166437233354321279e+01
-2.014052016892119639e+02,6.280394241967813151e+00
-2.013118166930617292e+02,-6.295576285234777636e+00
-2.095160837346419100e+02,-5.923930571790592836e+01
-1.869372091154334896e+02,-1.009458425553237646e+02
-1.353003702062612206e+02,-1.242948269112412447e+02
-1.221885080660991321e+02,-1.339316406097680385e+02
-9.206686295043665780e+01,-1.677371675769956596e+02
-5.405451730244205777e+01,-1.798640283195593952e+02
-8.372337285255216921e-01,-1.676656696601623366e+02
8.280205236584525785e-01,-1.672453500242609152e+02
6.108259705904177395e+01,-1.506240418502851810e+02
6.344804277747297050e+01,-1.500499530845727634e+02
1.208014152250329403e+02,-1.380034065446389775e+02
1.438522010744588329e+02,-1.234866698556925257e+02
1.801057216545906954e+02,-7.616988209301968027e+01
1.820174808801487529e+02,-7.386304156175110336e+01
