# x, y coords (in cells) of grain grain_aspect-1.423.txt with roundness = 0.2
2.193058585344880100e+02,-1.886025653895628551e+01
2.191792269024642792e+02,1.879451673273049650e+01
1.969077620918183129e+02,6.134450394327188860e+01
1.699432156450424145e+02,8.219952344116467202e+01
1.142900754945013375e+02,9.511646612255438527e+01
8.974267962002031140e+01,1.119371105821036281e+02
7.266469017780210038e+01,1.370416118823673912e+02
4.543961215200585002e+01,1.543901730137794743e+02
6.629125859008706989e+00,1.607034275211320562e+02
-6.625531497815261517e+00,1.606815590570389531e+02
-5.953728464341614313e+01,1.518951568880371212e+02
-6.590496560616951172e+01,1.513444553600945142e+02
-1.208504826987253864e+02,1.509058543376289379e+02
-1.595372212558044680e+02,1.221991644698656927e+02
-1.727851657145632487e+02,7.967631895211280835e+01
-1.745562054714425528e+02,6.499074171390067534e+01
-1.710561598817066624e+02,8.595129434357360765e+00
-1.735034078049135644e+02,-8.079377229644217451e+00
-1.862795276613586850e+02,-4.271007238703062114e+01
-1.598055029829743887e+02,-9.595604185217699467e+01
-1.159754645685054868e+02,-1.092528941422224875e+02
-1.062419613097626723e+02,-1.136662810416067799e+02
-6.768043078703999527e+01,-1.376732118851917903e+02
-4.926314515939102279e+01,-1.437225683220330836e+02
-1.984865579101297017e+00,-1.474117674081670373e+02
1.960407808763058091e+00,-1.479137534734013855e+02
4.498804555656246862e+01,-1.555320964578997973e+02
8.101726708407531419e+01,-1.441786337962114146e+02
1.073061812629005232e+02,-1.178697687449955822e+02
1.193935971061944343e+02,-1.095117346237481399e+02
1.757714755821400843e+02,-8.405220314631522172e+01
1.952835032534320590e+02,-6.551646081270521904e+01
