# x, y coords (in cells) of grain grain_aspect-1.397.txt with roundness = 0.2
2.363173174344274230e+02,-1.056830473437857343e+01
2.292194435884269694e+02,9.168926953802451152e+00
1.900876480086884612e+02,7.446903052305984261e+01
1.865118083834982485e+02,8.157021539308364311e+01
1.642510082988329145e+02,1.352516801405105582e+02
1.353168265591128261e+02,1.644064369447276590e+02
8.996737471513903017e+01,1.836169979808589972e+02
6.530789231799111860e+01,1.877977091856234608e+02
1.764351849135401995e+00,1.836735076380770124e+02
-1.768063953201449490e+00,1.835596763029973033e+02
-4.786597916101960948e+01,1.835774413144688708e+02
-9.224652907561575432e+01,1.605330009862121585e+02
-1.117087356406904632e+02,1.328380550659913979e+02
-1.343222508280896363e+02,1.143458018666089657e+02
-1.898781184514607787e+02,9.002047040542119305e+01
-2.118415943004903852e+02,7.243331369534611497e+01
-2.411047313032934483e+02,3.255946154182037588e+01
-2.406435894057214000e+02,-3.221595516741152920e+01
-2.056356588042763178e+02,-7.852076924476013176e+01
-1.969028668290626740e+02,-8.763510324275931396e+01
-1.382865932084685596e+02,-1.360231576832801466e+02
-1.358696330284350893e+02,-1.381419116659710369e+02
-9.976055691768793565e+01,-1.717400189523576159e+02
-5.150154994679850518e+01,-1.850684545822774965e+02
-3.186451489135721182e+00,-1.747474163545474539e+02
3.245038134376440730e+00,-1.737725584360842959e+02
6.892119715220256637e+01,-1.678188602428222964e+02
7.006263897944505459e+01,-1.677275277604876749e+02
1.474296574438745324e+02,-1.623585942198961902e+02
1.731373154338709526e+02,-1.537858073662285960e+02
2.210571425925970743e+02,-1.227678800382268349e+02
2.452002285212812751e+02,-6.912104645990567064e+01
