# x, y coords (in cells) of grain grain_aspect-1.431.txt with roundness = 0.2
1.784358710417756413e+02,-5.579144817093477648e+00
1.760065242465860820e+02,5.900350733130460767e+00
1.722146359492515160e+02,5.498980218494644134e+01
1.600582018152812793e+02,8.234985188399416245e+01
1.313488104030273576e+02,1.126080837045798120e+02
1.093350524761521996e+02,1.253211709251914954e+02
6.138159415882530112e+01,1.368416030619700052e+02
5.311393245535746388e+01,1.397075221537865559e+02
1.439960558581729622e+01,1.575371261679044608e+02
-1.536347742404678662e+01,1.602584181525584484e+02
-6.099841922293675367e+01,1.486433229504576445e+02
-6.203569188392373945e+01,1.483924423428543946e+02
-1.147213681280102264e+02,1.363125610207371494e+02
-1.421594721764560063e+02,1.172116968236334884e+02
-1.716755935235493951e+02,7.215228558487811483e+01
-1.727129162020758031e+02,7.049046703732858532e+01
-2.091439738617611965e+02,9.179479278099558215e+00
-2.153215368038872271e+02,-1.065321816486589945e+01
-2.187262745863578459e+02,-6.081379097548258272e+01
-1.929575687114969753e+02,-1.044232413121435741e+02
-1.405817796302793852e+02,-1.288013623157345933e+02
-1.236848570643365974e+02,-1.329372436507266286e+02
-6.233969933731317070e+01,-1.356675762695006995e+02
-5.056035544818266914e+01,-1.377939599074431953e+02
-1.233960293590678603e+01,-1.501514629623757742e+02
1.256108938001480091e+01,-1.509158824971061108e+02
5.432698061171700488e+01,-1.401919868686759685e+02
6.118611917958681801e+01,-1.389901025333481925e+02
1.216953615513158695e+02,-1.331881666828557229e+02
1.411202210994843824e+02,-1.266047703414814407e+02
1.762753968556357052e+02,-1.046649944302408244e+02
1.947746825879055166e+02,-5.176765355010405756e+01
