# x, y coords (in cells) of grain grain_aspect-1.599.txt with roundness = 0.2
2.157103719624724079e+02,-2.409959286883773366e+00
2.155780599334403576e+02,2.416593748590058155e+00
2.171084462878291390e+02,6.984047951980744529e+01
2.033912791837342695e+02,1.046274143497962399e+02
1.652653008700154658e+02,1.436408757087109223e+02
1.395398072378683025e+02,1.573536608344562069e+02
7.752449630687657134e+01,1.688026116767389908e+02
6.332320528293210060e+01,1.692946970926625170e+02
7.204673272685292673e+00,1.629099387623180633e+02
-6.644732433482765543e+00,1.591873572537834036e+02
-5.019381342433825210e+01,1.401620575482284607e+02
-6.407206460389954827e+01,1.364362030091833446e+02
-1.131186524973886094e+02,1.308859555558190380e+02
-1.407673777764177885e+02,1.180607452337555969e+02
-1.832720416293703920e+02,7.798765487286753739e+01
-1.861974958036041414e+02,7.497848262874728675e+01
-2.355859843921357424e+02,1.954013737708188359e+01
-2.460906996925600367e+02,-2.524272605454257601e+01
-2.326707944858456187e+02,-7.431594135014127289e+01
-2.092065890091174083e+02,-1.039469763457254317e+02
-1.470019944363640150e+02,-1.377840484382987540e+02
-1.343961995978423829e+02,-1.425020903809382844e+02
-6.939176765208384268e+01,-1.569069099132684926e+02
-6.154416791379065899e+01,-1.593643234666280364e+02
-2.528470016487897354e+01,-1.742209063532533264e+02
2.187673344318135449e+01,-1.682085066985817718e+02
4.669071947965795033e+01,-1.496380072162421584e+02
7.292128765243536748e+01,-1.400995627575300375e+02
1.263153245110184173e+02,-1.371558081062460985e+02
1.457367722955692102e+02,-1.318774735290841988e+02
1.942204592717131959e+02,-1.069031366563295506e+02
2.202074344863712838e+02,-6.031504241347286666e+01
