# x, y coords (in cells) of grain grain_aspect-1.434.txt with roundness = 0.2
2.099618523015347478e+02,-1.098493859586691457e+01
2.147812391874024911e+02,1.260650238965714642e+01
2.089685586571918350e+02,5.960415416616282869e+01
1.807492555896687634e+02,9.157273890258257154e+01
1.173766353879122306e+02,1.075844546955140686e+02
1.032312217774534986e+02,1.145555935891188568e+02
6.603608195080252585e+01,1.439204152056652788e+02
5.539259178912259074e+01,1.498236584848179120e+02
5.998678260136030005e+00,1.675463112074185972e+02
-6.372803680362402190e+00,1.697625355933664082e+02
-5.782983573005271438e+01,1.702783690449197991e+02
-8.080321699740292729e+01,1.627721669415863062e+02
-1.260740503777504955e+02,1.289516014285449046e+02
-1.292248282437736577e+02,1.263190552256087500e+02
-1.806255847937595433e+02,7.839266520667085558e+01
-1.854150292229494426e+02,7.298133499461599172e+01
-2.257673654407948902e+02,1.748038799320275416e+01
-2.298379279001507314e+02,-1.981065226078589347e+01
-2.063631740018761604e+02,-7.364418586200633854e+01
-1.929405550106177429e+02,-8.980370866725286305e+01
-1.378685308407179946e+02,-1.271350891898414801e+02
-1.238849737191484195e+02,-1.329452547800677848e+02
-6.063548088839253580e+01,-1.452326004993064998e+02
-5.975254760988096336e+01,-1.454150931173066112e+02
-3.744470033432785172e+00,-1.576904743937809883e+02
3.833007260546740902e+00,-1.585624338398000077e+02
6.515221551500548003e+01,-1.593827606003879112e+02
6.689405114356158322e+01,-1.593658730959085688e+02
1.269095759861598225e+02,-1.573986380744924247e+02
1.625944525575241926e+02,-1.275439401920576330e+02
1.731404561534150730e+02,-7.811696153987553259e+01
1.774142477863373983e+02,-6.703729565532684376e+01
