# x, y coords (in cells) of grain grain_aspect-1.519.txt with roundness = 0.2
2.193629896105989872e+02,-5.197824248031093219e+00
2.202056518385982429e+02,5.299350388442477744e+00
2.175560950840265946e+02,7.183383678418564955e+01
2.037287553876393815e+02,1.021485537191266388e+02
1.613371660000408667e+02,1.420161103765396717e+02
1.378705314274360774e+02,1.534576580507998074e+02
7.270726485502953551e+01,1.634780961467922680e+02
6.327438615794576293e+01,1.639039808586362881e+02
1.178753399019738080e+00,1.600277595040015228e+02
-1.173111936639817499e+00,1.598174946925506390e+02
-6.295636603608679138e+01,1.526189313666145893e+02
-6.345296804654497436e+01,1.525582083693443849e+02
-1.216292076614197555e+02,1.451088101192317765e+02
-1.534789557894942504e+02,1.245952883077601285e+02
-1.807144133076428716e+02,8.054560765173883397e+01
-1.873171058005616487e+02,7.228288483592083935e+01
-2.310274685644663464e+02,2.937112493549392411e+01
-2.330658436133261944e+02,-3.131253939495787009e+01
-1.914104967225491123e+02,-7.809750290928072047e+01
-1.899126865364031289e+02,-7.987185840808398041e+01
-1.501305415665407565e+02,-1.296031069829866453e+02
-1.268768514708618227e+02,-1.446971060880561026e+02
-7.311683514838884435e+01,-1.587337189618533841e+02
-5.960773509829557071e+01,-1.600967018410531750e+02
-9.733570990662597566e+00,-1.573864155536062412e+02
9.046867278565576598e+00,-1.604873975851265016e+02
5.803743595329378024e+01,-1.801441756698231984e+02
9.647030637895221616e+01,-1.773944009826636261e+02
1.414472094686129537e+02,-1.513775264835898327e+02
1.525258734257330957e+02,-1.422700920653720118e+02
1.956426056525950514e+02,-9.302178725460798603e+01
2.056646183476282204e+02,-7.277122472873182346e+01
