# x, y coords (in cells) of grain grain_aspect-1.408.txt with roundness = 0.2
2.133411123620057026e+02,-3.812769410902852485e+00
2.133600024674699966e+02,3.814389659309783465e+00
2.090428829078282433e+02,5.565427588197038489e+01
1.779204022251508377e+02,9.453260003480134799e+01
1.148244542024651622e+02,1.143120324436406037e+02
1.140465109269570689e+02,1.145637538125247090e+02
5.809396450932955958e+01,1.332364619658191884e+02
5.310935892864073082e+01,1.352408842568881653e+02
1.303530954483646376e+01,1.542328135886465361e+02
-1.418493191159299727e+01,1.577892508335407626e+02
-4.747581610367576843e+01,1.516373467947340998e+02
-7.170259003790434349e+01,1.385089138794504890e+02
-9.701607456291937126e+01,1.118931089000307679e+02
-1.141626740320972715e+02,1.006862899063171142e+02
-1.679003379439468517e+02,8.123381538071079433e+01
-1.911135268884522134e+02,6.200321134635188258e+01
-2.090253893381913883e+02,3.174085243840317361e+01
-2.001754950467556569e+02,-2.442613009310085914e+01
-1.622442782285148439e+02,-5.795066816516349206e+01
-1.511766229409398647e+02,-7.291095829951518681e+01
-1.328703611164641814e+02,-1.131561740696094631e+02
-1.136421228765206308e+02,-1.338428205167365093e+02
-7.827206153686819334e+01,-1.531627354447683729e+02
-5.246563788368591474e+01,-1.584054129020924222e+02
-1.221447588387840621e+00,-1.533111763919145574e+02
1.226275569351295669e+00,-1.531356534537542302e+02
5.896381697807711930e+01,-1.505885402572420730e+02
6.560561561046169743e+01,-1.497937001962900467e+02
1.263920493476750266e+02,-1.378430266298774427e+02
1.438738708635318915e+02,-1.302596043908177137e+02
1.895744013149634384e+02,-9.732505480204220305e+01
2.079362500144760020e+02,-6.504533671434609232e+01
