# x, y coords (in cells) of grain grain_aspect-1.453.txt with roundness = 0.2
2.194366136816002495e+02,-1.231222627106790846e+01
2.203784163967186203e+02,1.260269315822915814e+01
2.073804392851880039e+02,6.119389197280322179e+01
1.795225222759327721e+02,9.051388989796353712e+01
1.218759187524066476e+02,1.091391802381280485e+02
1.050718621017893923e+02,1.193786177787875573e+02
7.480040337931197314e+01,1.494459432845753213e+02
5.301618908221306015e+01,1.609659758078166192e+02
1.165280067188211888e+01,1.689581376445821945e+02
-1.112323065902295127e+01,1.670707213966607867e+02
-5.619365638522849338e+01,1.503000323472378454e+02
-6.702747164601360907e+01,1.478262808229924019e+02
-1.253811438682065216e+02,1.423984259765895786e+02
-1.518339708608551462e+02,1.297235541342557497e+02
-1.920983779071472668e+02,8.819036291094809599e+01
-2.011609949743792924e+02,7.405352160471787215e+01
-2.229826243111268127e+02,1.783353578576202381e+01
-2.210845407512044289e+02,-1.697513090156569504e+01
-1.909378831986886667e+02,-7.499513975263276677e+01
-1.880648918921442032e+02,-8.199073485359262747e+01
-1.733700637495741432e+02,-1.294663174715489049e+02
-1.281270673448994444e+02,-1.589811988372147482e+02
-6.377949800536683256e+01,-1.515774403232884993e+02
-6.168719544552531175e+01,-1.513892123230348545e+02
-1.287929979383322099e+00,-1.474646305132352211e+02
1.280431951183607975e+00,-1.472188917200917615e+02
5.769334554122873726e+01,-1.400792249312356432e+02
5.831982691966001653e+01,-1.400046794297339545e+02
1.196378745790021583e+02,-1.331717577002470421e+02
1.413813837666563415e+02,-1.241597313421755757e+02
1.859184372098672782e+02,-8.852145282709774676e+01
1.994111934424858248e+02,-6.947862598932269407e+01
