# x, y coords (in cells) of grain grain_aspect-1.524.txt with roundness = 0.2
2.065480417616263935e+02,-1.310063255901348178e+01
2.079103466863932965e+02,1.359663860927416223e+01
1.919235684522087126e+02,6.561067566026315490e+01
1.777651016105292570e+02,8.557711059399160547e+01
1.335022847556782608e+02,1.182142258124430896e+02
1.138133792389555197e+02,1.256811162041226027e+02
5.796558402602051530e+01,1.306994651215862291e+02
5.071230367216215029e+01,1.320507181486495654e+02
1.191717805387192541e+01,1.431539884116590429e+02
-1.170362573806889372e+01,1.424809262741933935e+02
-4.467906629372981087e+01,1.309746798080248027e+02
-6.184706770081963612e+01,1.290306101131166088e+02
-1.155586059733631572e+02,1.349742083745574064e+02
-1.507988317478380509e+02,1.199931605745119327e+02
-1.796210856290848312e+02,8.259857408526893607e+01
-1.864293566868890366e+02,6.880467792553233153e+01
-2.005643755367023289e+02,1.573969477568686415e+01
-1.965267982052991158e+02,-1.405631427537210065e+01
-1.676331803781847611e+02,-6.340363290564234688e+01
-1.606936733497287548e+02,-7.211405751394569563e+01
-1.247086476504376549e+02,-1.059792175139745325e+02
-1.018775902344655861e+02,-1.163971264043343865e+02
-6.071858762068565341e+01,-1.205729370526055959e+02
-4.192501201509234932e+01,-1.276713489252263969e+02
-1.748918950784245041e+01,-1.451594653573103528e+02
1.993011134944660867e+01,-1.495935206189192286e+02
5.485179324280498037e+01,-1.354312597233697772e+02
5.700843678101166034e+01,-1.346297537826876294e+02
1.108232051775490845e+02,-1.164144848905449408e+02
1.187575408126209311e+02,-1.126909312599173063e+02
1.698192833076434738e+02,-8.130087594310525390e+01
1.853408104801582965e+02,-6.323834475863327498e+01
