# x, y coords (in cells) of grain grain_aspect-1.356.txt with roundness = 0.2
2.512385774290064262e+02,-2.873337623278682784e+01
2.368928841012072724e+02,2.035500950807600873e+01
1.843151594435149434e+02,7.011537671888505940e+01
1.763577436447304194e+02,7.977231258293851113e+01
1.452939900422392157e+02,1.287194306385354423e+02
1.285596603695588271e+02,1.450350468746603099e+02
7.990324057684702552e+01,1.742119881161652586e+02
6.670718586311170384e+01,1.797678320486793098e+02
1.214259674155710655e+01,1.940981812082959266e+02
-1.222773279310487204e+01,1.944420200189359207e+02
-6.686037552356027902e+01,1.817299453303303380e+02
-8.130622612173098673e+01,1.759132326023169242e+02
-1.342626740048690692e+02,1.443870358452921607e+02
-1.456137009649286824e+02,1.351774103927452302e+02
-1.904012096178068703e+02,8.657055748260438577e+01
-1.988206603736407772e+02,7.416012056337891067e+01
-2.232947523934916205e+02,2.319080114665054637e+01
-2.222912765444980892e+02,-2.268165974309967581e+01
-1.970343350798061692e+02,-6.987384309659391590e+01
-1.832529535477622744e+02,-8.613133360843329456e+01
-1.299710822954693583e+02,-1.271341076677088893e+02
-1.266714393292980105e+02,-1.294699602283905620e+02
-8.195282765571599271e+01,-1.585219806606882855e+02
-5.380943720105612726e+01,-1.667042088687495891e+02
-1.853929144342612245e+00,-1.661705927490632178e+02
1.847587392288866814e+00,-1.659971604579344557e+02
6.352295867242863636e+01,-1.608433375388742945e+02
6.946595526380852448e+01,-1.599900064194966944e+02
1.374495469278325857e+02,-1.460778853852159500e+02
1.510688643627963188e+02,-1.411825902616863857e+02
2.142687542645626877e+02,-1.076134169989557563e+02
2.396823526638754629e+02,-7.509741711896150207e+01
