# x, y coords (in cells) of grain grain_aspect-1.467.txt with roundness = 0.2
2.012810771990311025e+02,-9.274448520720088851e+00
2.022455923312607240e+02,9.512397804526687040e+00
1.924877246230550725e+02,6.009222878464547080e+01
1.727151526893181881e+02,8.713781976266830043e+01
1.173919585187021823e+02,1.172754008461457005e+02
1.172408717072840716e+02,1.173572779442066008e+02
6.785221845723945933e+01,1.439823836815269260e+02
5.355830153838269325e+01,1.484446729660991480e+02
1.930984834841064313e+00,1.541862685844115219e+02
-1.942752312553444050e+00,1.544241086323816035e+02
-4.710661254223721528e+01,1.549609057614521817e+02
-7.607835031842539308e+01,1.427042497995184647e+02
-1.076515811645401044e+02,1.093828563165766354e+02
-1.092791895409379777e+02,1.075541847350272491e+02
-1.472696937746649439e+02,6.209294219173604290e+01
-1.486679399840103315e+02,6.050840945993031283e+01
-1.879160664096945652e+02,1.837302124946558735e+01
-1.955339063205826164e+02,-2.324393335249729375e+01
-1.789573428303874039e+02,-6.381854105117210452e+01
-1.681153114447593282e+02,-7.882136403024087201e+01
-1.284582825390794767e+02,-1.127078425332990150e+02
-1.089237683255471865e+02,-1.216651385999716268e+02
-5.695085368781719382e+01,-1.296672254719781847e+02
-5.096809955789041879e+01,-1.310750170376678057e+02
-1.270052101947556800e+01,-1.433096050658253375e+02
1.254709568149692345e+01,-1.428577574423568990e+02
4.382985138821575788e+01,-1.316074421340957485e+02
5.973673948525959787e+01,-1.209164949168879701e+02
7.922704650032869722e+01,-9.924791239797860953e+01
1.027348748819397457e+02,-8.665415454085655256e+01
1.567058783324067690e+02,-7.875296358188072077e+01
1.886111479800739232e+02,-5.124636740561594195e+01
