# x, y coords (in cells) of grain grain_aspect-1.381.txt with roundness = 0.2
2.224203188678726235e+02,-1.719004916314849041e+01
2.272382533759092098e+02,1.980410428479909157e+01
2.035583919746866002e+02,8.129114985174622632e+01
2.011877028978223620e+02,8.634020602123442245e+01
1.693247791301279221e+02,1.432579994122868072e+02
1.410321066079805803e+02,1.628277742924381073e+02
7.243212694576162392e+01,1.731815481902738156e+02
7.112204765954035679e+01,1.734020951790222682e+02
4.902279571426227278e+00,1.857098850431290487e+02
-4.974084738726027410e+00,1.862731531966945226e+02
-6.756540566804292780e+01,1.818955710078674883e+02
-8.193949761242738816e+01,1.780534609857014345e+02
-1.414932841303987345e+02,1.490981188000750706e+02
-1.508063198169906514e+02,1.427676299916297182e+02
-2.050963708397165419e+02,9.305103942776243287e+01
-2.145005882926407139e+02,7.991522832770799312e+01
-2.412590778164174594e+02,1.890444033176955330e+01
-2.386220712963345250e+02,-1.751273889605366563e+01
-1.994896435140985602e+02,-8.022333285299633587e+01
-1.968896259498030474e+02,-8.390023478006901314e+01
-1.533814492530366067e+02,-1.384701349194595252e+02
-1.368659747722601594e+02,-1.505829466494723476e+02
-8.236308104120836049e+01,-1.715913258193002946e+02
-6.232033434052253540e+01,-1.737496600593999005e+02
-1.433703599596144240e+00,-1.643383002097872350e+02
1.413348096537025311e+00,-1.637894832132364513e+02
6.030658183414904983e+01,-1.501550046390083537e+02
6.378419809592197964e+01,-1.495139731852665932e+02
1.213572248691958890e+02,-1.415729158326329298e+02
1.488594808784145016e+02,-1.240625666696333838e+02
1.801235909693153587e+02,-7.570683840813860854e+01
1.812874704799284871e+02,-7.400663509560006048e+01
