# x, y coords (in cells) of grain grain_aspect-1.507.txt with roundness = 0.2
2.445633370785011209e+02,-2.263715533177625261e+01
2.401436084385769902e+02,2.036114520614777845e+01
2.062822534309098330e+02,7.227333314023982780e+01
1.885355183450699599e+02,8.835854350851758454e+01
1.308615774484954670e+02,1.183720522952584560e+02
1.166561496479811240e+02,1.297084790208475056e+02
8.941044916720181845e+01,1.618238170616713205e+02
5.115281598593455215e+01,1.784370760361081238e+02
2.989565856474347250e+00,1.761284987962380910e+02
-2.983724912575085320e+00,1.762206241990731712e+02
-5.394808180798436581e+01,1.802418211347741988e+02
-9.069894046119543418e+01,1.669005268646799323e+02
-1.275225901022871255e+02,1.308209701919712984e+02
-1.310074341372267384e+02,1.277284377459765352e+02
-1.841790512091079393e+02,8.504152702903124350e+01
-1.958602490035558219e+02,7.121291504635703973e+01
-2.247611497793587034e+02,1.936143938024267186e+01
-2.275477511739215402e+02,-2.066988746902014640e+01
-2.048997984878401724e+02,-7.914930310586997564e+01
-2.000357816218549942e+02,-8.846801461325830473e+01
-1.652666365435441662e+02,-1.401022337881321107e+02
-1.375511660521973170e+02,-1.595343389919525521e+02
-8.704038733340385647e+01,-1.721525181082541565e+02
-5.902353765046018452e+01,-1.705541495651831951e+02
-8.898931450426317724e+00,-1.517569848071866261e+02
9.497022052456589591e+00,-1.487862817504903035e+02
5.662760450107995780e+01,-1.506049706132894244e+02
6.820263197306616121e+01,-1.496212228705111329e+02
1.286465515697310593e+02,-1.368555904283271332e+02
1.415048211335605970e+02,-1.321059212812055250e+02
2.029837830145035866e+02,-9.855645756444511107e+01
2.243292945860447105e+02,-7.432624032568880068e+01
