# x, y coords (in cells) of grain grain_aspect-1.611.txt with roundness = 0.2
1.931960422272542246e+02,-3.400851589266652653e+00
1.927073614323354036e+02,3.438640920092130848e+00
1.930734957678374428e+02,6.605669061783986251e+01
1.852528720456978704e+02,9.150464861667609284e+01
1.597580512492380933e+02,1.285980189835761962e+02
1.246704201249744131e+02,1.478510002534792989e+02
6.521928746183876058e+01,1.499369152170211237e+02
5.909604599564722349e+01,1.497294304100046816e+02
1.123972160485289251e+01,1.447916469429692654e+02
-1.042994307422566003e+01,1.479784960431319689e+02
-3.486979059812365733e+01,1.581635148986935633e+02
-9.105401490734945469e+01,1.383370893062117091e+02
-9.860290747363760033e+01,1.244352388496282344e+02
-1.260850634771055354e+02,1.027257981657217556e+02
-1.827045264490859040e+02,8.743144050677591395e+01
-2.091140303474946336e+02,6.758819743493175736e+01
-2.329824436357596369e+02,2.829487725700650813e+01
-2.279927218530565654e+02,-2.458009558084543400e+01
-1.847886590488361946e+02,-7.246527007562875156e+01
-1.789473162592308029e+02,-7.787548880932988027e+01
-1.255711827646570242e+02,-1.190838823537594493e+02
-1.177460518871187531e+02,-1.239227609065043083e+02
-7.817898973175907429e+01,-1.430449979528279414e+02
-4.567605901107226885e+01,-1.454857649929668355e+02
-1.487189296918309367e+01,-1.359474115406215731e+02
1.449657603365932168e+01,-1.370194262288213167e+02
5.191985673800733281e+01,-1.516748000878234279e+02
7.853006158690364202e+01,-1.535045868113416532e+02
1.291800428736042647e+02,-1.413271770301055881e+02
1.467953496195681566e+02,-1.326286261350396956e+02
1.856901822360102869e+02,-1.010846698101317855e+02
2.016587365162230014e+02,-5.996749637722429327e+01
