# x, y coords (in cells) of grain grain_aspect-1.577.txt with roundness = 0.2
1.808622067967580449e+02,-3.106176191412032495e+00
1.800254872281312828e+02,3.168333288730901032e+00
1.770064166618821559e+02,5.478859555253349356e+01
1.622050713345165605e+02,8.469323156816940923e+01
1.255146801030906261e+02,1.162306038312158165e+02
1.144690934497100727e+02,1.231113804115298080e+02
6.792977926653142617e+01,1.430200076641814917e+02
5.252492247379177570e+01,1.464402490008749282e+02
8.857371073908899106e+00,1.478702425620652150e+02
-8.011214767898140465e+00,1.519494387165787543e+02
-4.312163782742771190e+01,1.685559533672592920e+02
-9.683079216237710796e+01,1.537908675242859147e+02
-1.139795151443870225e+02,1.283132425195096289e+02
-1.287890020336233761e+02,1.147585997804922329e+02
-1.798170034060580065e+02,8.661542437212297330e+01
-1.982148625247270104e+02,6.657918432597585934e+01
-2.256576641558727374e+02,4.929791519307890724e+00
-2.287519049478280522e+02,-5.320611818715001107e+00
-2.385706834307044346e+02,-6.338149060034285043e+01
-2.077424423964571076e+02,-1.117077233866760224e+02
-1.387893319271593384e+02,-1.306128666142073200e+02
-1.257240725009382203e+02,-1.320968047482426471e+02
-5.894628170997738437e+01,-1.293299896050071709e+02
-4.812602789077143228e+01,-1.302632478411861996e+02
-7.881624582948751012e+00,-1.389878013081047925e+02
7.962137083110692792e+00,-1.394143182680508630e+02
5.079085938798347399e+01,-1.325176549374785111e+02
5.852621126950437258e+01,-1.319847025091944488e+02
1.179156188992298837e+02,-1.332961868743862226e+02
1.458407817555014958e+02,-1.237080441762811347e+02
1.771831083317374578e+02,-9.817772901081356451e+01
1.920145397690540676e+02,-5.628435144635990639e+01
