# x, y coords (in cells) of grain grain_aspect-1.540.txt with roundness = 0.2
2.069084462768167896e+02,-9.857116270866962182e+00
2.040096989704536838e+02,9.200762494578263784e+00
1.799843559974865173e+02,7.048512769207545148e+01
1.766632962533939519e+02,7.719657859206886030e+01
1.447728175487104920e+02,1.297526913607570407e+02
1.296912039034700967e+02,1.446702239818727662e+02
8.719356325485638592e+01,1.698254556912433486e+02
5.813083745381246814e+01,1.753742087097206195e+02
1.289121170174977493e+01,1.682056146350973904e+02
-9.653346391526314463e+00,1.573783095078767644e+02
-3.239113470192893374e+01,1.366868268625573819e+02
-7.297651216770618987e+01,1.267858458050919381e+02
-1.253167070623251220e+02,1.406956565091176969e+02
-1.633561736233848194e+02,1.329397945633191682e+02
-2.092465634171293232e+02,9.717529833483942525e+01
-2.224752230806366242e+02,8.007853192515540286e+01
-2.494449326941933123e+02,1.773403934978869856e+01
-2.491449226039731855e+02,-1.760122245533384344e+01
-2.220258360041684966e+02,-7.747986474629051656e+01
-2.050866284846290739e+02,-9.667873041828285352e+01
-1.390502478236497268e+02,-1.371803330931087999e+02
-1.366901557450403857e+02,-1.385285477831873777e+02
-8.617255176202166922e+01,-1.653361574484275707e+02
-5.569429854398491386e+01,-1.692625784050325422e+02
-5.630064947441330681e+00,-1.574542508172579005e+02
5.781606711418763922e+00,-1.563108378649628207e+02
5.690070519555090556e+01,-1.579422521132909480e+02
7.362501614442768982e+01,-1.551828384517109782e+02
1.274900477402980812e+02,-1.349727383389582087e+02
1.376486078762196428e+02,-1.295370513887970390e+02
1.850373580754697969e+02,-9.544080834700724836e+01
2.030800490919316985e+02,-6.314039576244871910e+01
