# x, y coords (in cells) of grain grain_aspect-1.548.txt with roundness = 0.2
2.118101093138699298e+02,-1.608713123567985548e+01
2.196579080423451842e+02,2.120337809801887374e+01
2.013667484409220947e+02,6.831882274660070209e+01
1.837034121592816973e+02,8.725808015580503252e+01
1.231852268934678705e+02,1.157488246631306765e+02
1.125825265122788039e+02,1.188111301736116872e+02
5.549587555750426304e+01,1.258303732101072399e+02
4.919997238102730108e+01,1.272040981916947970e+02
8.913019660667949040e-01,1.425355030550025504e+02
-9.051745663729746649e-01,1.430530859821082856e+02
-4.795407860415757284e+01,1.552531018295208582e+02
-8.024771441141220407e+01,1.472351268569231593e+02
-1.135449957730174475e+02,1.168047411829859499e+02
-1.171415368974127773e+02,1.139294932309911417e+02
-1.631991374111436528e+02,8.185080265162059732e+01
-1.778981413671577343e+02,5.738954770696469154e+01
-1.847355340082708608e+02,5.639258421770311225e-01
-1.848895605298771727e+02,-5.614182700352822186e-01
-1.931598540392308507e+02,-5.444209540768740396e+01
-1.717365479744948402e+02,-9.208677415369713515e+01
-1.197706676237363581e+02,-1.130674314155112938e+02
-1.109807904421943334e+02,-1.182207971669587465e+02
-7.971271074631479792e+01,-1.433421023454147871e+02
-4.603617246033554267e+01,-1.489676053081709881e+02
-9.372152716941082318e+00,-1.357589677643802020e+02
9.741968172689098537e+00,-1.344637809452150634e+02
5.331623982334080836e+01,-1.437728345237952396e+02
6.703453703202713143e+01,-1.439452412333059783e+02
1.139186232553344098e+02,-1.351549317490142244e+02
1.392881772989681792e+02,-1.152184474339682083e+02
1.585445288112662752e+02,-7.256152295600948321e+01
1.656673429355453493e+02,-6.225215578110194770e+01
