# x, y coords (in cells) of grain grain_aspect-1.483.txt with roundness = 0.2
2.168126986073841067e+02,-1.778506556657795779e+00
2.168525376037658816e+02,1.780048671779705494e+00
2.155786678729951120e+02,4.810006897116549140e+01
1.738896680393122551e+02,9.263744708811590556e+01
1.239208992301915373e+02,9.732510475779744752e+01
8.787234265958194612e+01,1.210241045469906425e+02
8.486761497970717016e+01,1.265087182652895450e+02
2.989734208780059532e+01,1.480221904232612928e+02
1.279844347545293815e+01,1.422888028851852482e+02
-1.308803891271815623e+01,1.413018744761976961e+02
-5.028965567514617874e+01,1.506945857405056586e+02
-7.699731036739537160e+01,1.494236574212413586e+02
-1.299696106625279128e+02,1.305413899873946093e+02
-1.308155030246466026e+02,1.302491090495670676e+02
-1.907454100488301378e+02,1.101919405492327400e+02
-2.204025898477524379e+02,5.401433814758709673e+01
-2.055384760911119884e+02,1.607907456954445147e+00
-2.045108929009053895e+02,-1.570574525395666443e+00
-1.827008834645359627e+02,-6.150486421520040636e+01
-1.679196394842388997e+02,-8.192561416220432591e+01
-1.278203989654129060e+02,-1.134803155442845366e+02
-1.098520657869263033e+02,-1.221217605897683711e+02
-5.612181267174187127e+01,-1.346929276593207874e+02
-5.552077803635688014e+01,-1.348378172560205428e+02
-2.247985509532982817e+00,-1.480595296567731793e+02
2.180577987722675193e+00,-1.493983506490473303e+02
5.031048839046874122e+01,-1.666343581501373308e+02
9.160726028803058796e+01,-1.614208555184809200e+02
1.317793818591294155e+02,-1.342287972169974068e+02
1.347721824908863368e+02,-1.323660975753530806e+02
1.906119719822777938e+02,-1.005129304530608181e+02
2.137637753996018546e+02,-6.284785139728034409e+01
