# x, y coords (in cells) of grain grain_aspect-1.525.txt with roundness = 0.2
2.443409807855409213e+02,-2.339217271794096220e+01
2.467185764411855473e+02,2.499951833168180215e+01
2.158740576354264533e+02,7.583494249801474041e+01
1.978794057977695786e+02,9.226262814525375688e+01
1.294632203071730316e+02,1.256825488268688389e+02
1.242434347779749970e+02,1.278228523079154115e+02
6.263900617886464062e+01,1.485027191443217873e+02
6.067704262419107408e+01,1.492144398974016326e+02
2.743584449686324334e+01,1.621887791468825810e+02
-2.001796010533875148e+01,1.512945076371560162e+02
-3.070147087692491183e+01,1.397652116551043946e+02
-7.578796154546594721e+01,1.280253700985919068e+02
-9.550817349430829495e+01,1.344293642935522826e+02
-1.521156339633547816e+02,9.255387286121415968e+01
-1.518476433081405617e+02,7.681266787289708020e+01
-1.596351174179791030e+02,5.130786122055776843e+01
-1.850903710874830210e+02,1.486435794725543857e+01
-1.921527245263932002e+02,-1.782477448697546052e+01
-1.838342113659792290e+02,-6.248364399249591372e+01
-1.725459271065399776e+02,-8.448504886724614948e+01
-1.345293946632468476e+02,-1.241689927396441959e+02
-1.229313729885465278e+02,-1.327869227699825103e+02
-7.494875690302733062e+01,-1.572344093422260585e+02
-5.775379220508806100e+01,-1.618795799042760279e+02
-3.685912868927633923e+00,-1.649362360551202187e+02
3.667911964840715466e+00,-1.647253327709539121e+02
6.090296477049425050e+01,-1.581827551311438924e+02
6.952806718669481256e+01,-1.562895655841880398e+02
1.273849619790269969e+02,-1.372238644211037695e+02
1.408693626011073263e+02,-1.299175490240031365e+02
1.955215675350761728e+02,-8.619230891412598794e+01
2.031015009192639695e+02,-7.837192393259489620e+01
