# x, y coords (in cells) of grain grain_aspect-1.637.txt with roundness = 0.2
2.242839275645345083e+02,-1.203048820639600436e+01
2.280717096814655349e+02,1.326381506565839530e+01
2.184266968703300051e+02,7.078343152551843787e+01
1.994775019751344303e+02,9.904414009296122856e+01
1.513168369444296673e+02,1.289447460365100824e+02
1.215720670309112847e+02,1.343838905048595791e+02
7.610490335016469032e+01,1.254563081060782679e+02
3.439386845951955252e+01,1.421791313964564267e+02
1.754944416449823663e+01,1.660599162475822368e+02
-2.895871643397757822e+01,1.815378030191285461e+02
-6.701870568456021715e+01,1.691803446834013016e+02
-7.226503285356091055e+01,1.670699575272319919e+02
-1.291180974605801453e+02,1.395394272460034983e+02
-1.414369745089298931e+02,1.304127330714046025e+02
-1.884151275168117650e+02,7.962905754501571209e+01
-1.904456476680381627e+02,7.726055257772398477e+01
-2.383303786055479918e+02,1.693636087371155341e+01
-2.455159092743708982e+02,-2.069810964307829337e+01
-2.284011544446432822e+02,-7.730110200357260908e+01
-2.099304606034880010e+02,-1.008752148368739938e+02
-1.487706479947225091e+02,-1.371386519143074452e+02
-1.330503931368025974e+02,-1.425670906400005435e+02
-6.320948943335079662e+01,-1.516826860219443915e+02
-6.248847637843969238e+01,-1.517832621328408607e+02
-9.155102706888161634e+00,-1.597026388261756722e+02
8.859783616809750129e+00,-1.583847187075378713e+02
5.149145433354509294e+01,-1.455018212421138628e+02
6.740407776895365544e+01,-1.439266356667092737e+02
1.245736144216720049e+02,-1.494392758498298690e+02
1.650362574020322768e+02,-1.276629908971491574e+02
1.905715103878056595e+02,-7.946681896188290750e+01
1.910212323120058500e+02,-7.859302598386399552e+01
