# normalised x, y coords of grain with aspect ratio 2.02008996 and centre at (0,0)
2.077486543244339845e-01,0.000000000000000000e+00
2.710288575761956587e-01,1.564785838797732864e-01
5.108604772262588523e-02,8.848363021347635526e-02
1.527854985492121749e-17,2.495176546504468129e-01
-1.739587209231807929e-01,3.013053430586444259e-01
-4.419865105308699027e-01,2.551810308331813326e-01
-2.306279046978731984e-01,1.306631364948851683e-16
-4.958886731149337868e-01,-2.863014589109929009e-01
-2.506813667810929847e-01,-4.341928637756615195e-01
-3.665363036073320017e-17,-1.995330701948942187e-01
7.697882396267738403e-02,-1.333312342102578041e-01
3.313761180229348735e-01,-1.913200909435544550e-01
