# normalised x, y coords of grain with aspect ratio 1.92658055126 and centre at (0,0)
2.760820110502795743e-01,0.000000000000000000e+00
2.384041072506729031e-01,1.376426754970883903e-01
9.824358885541538411e-02,1.701628874154869075e-01
1.343291120865446865e-17,2.193760881587570322e-01
-9.100328310742349103e-02,1.576223099976321040e-01
-2.449253754038700215e-01,1.414077314207946023e-01
-3.839407946806410732e-01,2.175231506657048354e-16
-2.091065047206057681e-01,-1.207276967897433079e-01
-9.642206944730173646e-02,-1.670079232536611225e-01
-2.719738249243573593e-17,-1.480556544214577663e-01
8.029056840022003039e-02,-1.390673438377652837e-01
1.723933127841645041e-01,-9.953132554242864749e-02
