# normalised x, y coords of grain with aspect ratio 1.27121749801 and centre at (0,0)
3.768167861626566251e-01,0.000000000000000000e+00
2.289249580044497578e-01,1.321698861280928006e-01
1.696281689998999087e-01,2.938046071027065609e-01
1.767585961743535079e-17,2.886686941858170874e-01
-1.223387529131972351e-01,2.118969357802727438e-01
-2.215139287879831220e-01,1.278911264149937554e-01
-3.044911843051574807e-01,1.725106648671769950e-16
-2.953817235541916775e-01,-1.705387176077078903e-01
-1.532352979239327839e-01,-2.654113215172049789e-01
-5.100153135679957456e-17,-2.776394053224642833e-01
1.456358350442236160e-01,-2.522486656993152554e-01
3.038977977031562250e-01,-1.754554753100515674e-01
