# normalised x, y coords of grain with aspect ratio 1.82430090377 and centre at (0,0)
3.078335490402175911e-01,0.000000000000000000e+00
1.292063059200355413e-01,7.459729550392964204e-02
1.799102315315936063e-01,3.116136618142003045e-01
1.483276598320102347e-17,2.422374515415901819e-01
-7.808331519301681123e-02,1.352442691377200301e-01
-2.382344901166378315e-01,1.375447469990941918e-01
-2.704480504691454956e-01,1.532233949726007486e-16
-3.725265878306426304e-01,-2.150783257643139323e-01
-1.718426947664584148e-01,-2.976402782450560114e-01
-2.634085381373694170e-17,-1.433929294665557130e-01
2.046030014718102918e-01,-3.543827939302651719e-01
2.677559849594937091e-01,-1.545889899934969336e-01
