# normalised x, y coords of grain with aspect ratio 1.6045307002 and centre at (0,0)
4.662581029400540422e-01,0.000000000000000000e+00
2.665902228814572283e-01,1.539159369439316305e-01
-1.078482698148656646e-02,-1.867986828277441724e-02
1.992792622203245731e-17,3.254477329448303702e-01
-2.294541037824329444e-01,3.974261657563562533e-01
-3.375021212733064768e-01,1.948569405692134049e-01
-3.570651602502061817e-01,2.022966554392452358e-16
-4.209854632435762190e-01,-2.430560705285976231e-01
-2.798271586585014403e-01,-4.846748561341611694e-01
-6.937054955028462772e-17,-3.776356829227991985e-01
2.022325770470106143e-01,-3.502770983910099556e-01
1.436616376235276549e-01,-8.294308515416608241e-02
