# normalised x, y coords of grain with aspect ratio 1.1157221124 and centre at (0,0)
2.783160304897902559e-01,0.000000000000000000e+00
2.677233681605338811e-01,1.545701586758374824e-01
1.532145180989743227e-01,2.653753298046047648e-01
1.761565070411720271e-17,2.876854080112225542e-01
-1.537854090273745589e-01,2.663641418981744224e-01
-2.463897672740519018e-01,1.422531984612432354e-01
-2.903172106463753344e-01,1.644803449573701780e-16
-2.391438859189475852e-01,-1.380697869103573172e-01
-1.579045392249649737e-01,-2.734986846833917240e-01
-5.874288069692092255e-17,-3.197813483192052386e-01
1.634329314634594688e-01,-2.830741409246339546e-01
2.480676732564418563e-01,-1.432219379318507291e-01
