# normalised x, y coords of grain with aspect ratio -14.1499662126 and centre at (0,0)
1.606291469309248099e-01,0.000000000000000000e+00
3.158896237463764134e-01,1.823789593041799384e-01
2.541216486058569535e-01,4.401516066885088896e-01
1.467352738779884302e-17,2.396368879258105322e-01
-5.937092099218500840e-02,1.028334516506221180e-01
-2.950109396794857175e-01,1.703246454378356534e-01
2.267256583675302251e-01,-1.284523036576089816e-16
-4.940722429997568832e-01,-2.852527424950313528e-01
-1.777839709323204009e-01,-3.079308704261269902e-01
-7.366152115399607904e-17,-4.009946443621246193e-01
8.941995400287751361e-02,-1.548799035434558491e-01
4.370018985179711102e-01,-2.523031637457279208e-01
