# normalised x, y coords of grain with aspect ratio 1.37180619654 and centre at (0,0)
2.838187134236908049e-01,0.000000000000000000e+00
2.870710899922139236e-01,1.657405710835639090e-01
1.358333218744775805e-01,2.352702148474520860e-01
1.475497875064494583e-17,2.409670896280941554e-01
-1.150776052420990625e-01,1.993202590926702877e-01
-2.984983058967072278e-01,1.723380772621112833e-01
-2.968334584692911560e-01,1.681721505081144911e-16
-2.546544013416772168e-01,-1.470247871649401072e-01
-1.240366401102063060e-01,-2.148377626710127608e-01
-6.223504060907512404e-17,-3.387917814475465139e-01
1.129176896023755261e-01,-1.955791754646063196e-01
2.672604508522046785e-01,-1.543028932432609912e-01
