# normalised x, y coords of grain with aspect ratio 1.15819503956 and centre at (0,0)
2.912784545995776297e-01,0.000000000000000000e+00
2.375924773248495603e-01,1.371740807409319030e-01
1.346437847793741649e-01,2.332098761612450832e-01
1.925038500306111008e-17,3.143826451261534927e-01
-1.215505323506241991e-01,2.105316977183257221e-01
-2.576014775501641596e-01,1.487262824072327350e-01
-3.327981524045813266e-01,1.885480877513536175e-16
-2.494415513311958044e-01,-1.440151468081435071e-01
-1.471338210773541211e-01,-2.548432536177255847e-01
-4.853780695891601809e-17,-2.642275143750831279e-01
1.478672192753220926e-01,-2.561135365587858814e-01
2.568627000649590930e-01,-1.482997490272781049e-01
