# normalised x, y coords of grain with aspect ratio 1.33220922636 and centre at (0,0)
2.863473072313968415e-01,0.000000000000000000e+00
3.025819762359809872e-01,1.746957854317725267e-01
1.725539103314166767e-01,2.988721397386978063e-01
1.665282893578899124e-17,2.719613352581877197e-01
-1.592977506892807871e-01,2.759117977252746323e-01
-2.068941866285981257e-01,1.194504143437898902e-01
-2.436024126336859275e-01,1.380138944337041317e-16
-2.822673777967992792e-01,-1.629671465544315634e-01
-1.804480428244455148e-01,-3.125451782983038052e-01
-5.307723271360612593e-17,-2.889389972170510190e-01
1.914431926805079676e-01,-3.315893364858379933e-01
2.570894529874251933e-01,-1.484306648881034141e-01
