# normalised x, y coords of grain with aspect ratio 1.08455902254 and centre at (0,0)
3.092134399144009227e-01,0.000000000000000000e+00
2.899859597304531023e-01,1.674234719115890169e-01
1.280611592622805384e-01,2.218084343184395513e-01
1.987499010679061952e-17,3.245832205763876099e-01
-1.653161324062220328e-01,2.863359406383604866e-01
-2.772883626464024420e-01,1.600925108170511701e-01
-2.858848818755331811e-01,1.619691918515331084e-16
-2.689635104948507882e-01,-1.552861551863885525e-01
-1.796683812968274951e-01,-3.111947649197626675e-01
-5.579555101007638839e-17,-3.037368327963264059e-01
1.361142779338324893e-01,-2.357568450169491847e-01
2.249221189375273100e-01,-1.298588459152822949e-01
